DATEEND,DRNUMB,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,Arrest,LarcenyCode,ObjectID
2022/03/04 00:00:00+00,22186055,1000,1324,200 E  JEFFERSON ST,BURGLARY,,From Building,11188
2022/03/24 00:00:00+00,22216338,1645,1645,200 E  WATER ST,LARCENY,Yes,From Building,11189
2022/03/06 00:00:00+00,22188409,0158,0158,200 ELK ST,AGGRAVATED ASSAULT,Yes,,11190
2022/04/02 00:00:00+00,22230062,2037,2037,200 ELK ST,AGGRAVATED ASSAULT,,,11191
2022/01/18 00:00:00+00,22173442,1500,1500,200 EUCLID AV,LARCENY,,All Other,11192
2022/03/29 00:00:00+00,22238699,1922,1922,200 EUCLID AVE,LARCENY,,From Building,11193
2022/01/14 00:00:00+00,22900043,0100,0800,200 FELLOWS AVE,LARCENY,,From Motor Vehicle,11194
2022/03/14 00:00:00+00,22200607,1638,1638,200 FIRST NORTH ST,BURGLARY,,From Building,11195
2022/03/01 00:00:00+00,22181015,0400,0404,200 FURMAN ST,MV THEFT,Yes,Motor Vehicle,11196
2022/03/23 00:00:00+00,22214575,1200,1200,200 GILBERT AV,LARCENY,,From Mailbox,11197
2022/03/05 00:00:00+00,22187817,1300,1700,200 GRANT BLVD,BURGLARY,,From Building,11198
2022/02/27 00:00:00+00,22178244,0047,0048,200 GRUMBACH AV,AGGRAVATED ASSAULT,Yes,,11199
2022/01/15 00:00:00+00,22119155,1645,1645,200 HALL AV,LARCENY,,All Other,11200
2022/03/08 00:00:00+00,22191473,1630,0905,200 HARRISON ST,BURGLARY,,From Building,11201
2022/03/01 00:00:00+00,22182315,1730,2345,200 HARRISON ST,MV THEFT,Yes,Motor Vehicle,11202
2022/02/17 00:00:00+00,22900117,2050,0800,200 HELEN ST,LARCENY,,From Motor Vehicle,11203
2022/01/14 00:00:00+00,22117284,0539,0550,200 HENRY ST,LARCENY,,From Motor Vehicle,11204
2022/04/04 00:00:00+00,22231618,0210,0210,200 HERALD PL,LARCENY,,From Motor Vehicle,11205
2022/01/19 00:00:00+00,22123896,1148,1148,200 HIER AV,BURGLARY,Yes,All Other,11206
2022/02/28 00:00:00+00,22180324,2315,1618,200 HIXSON AV,LARCENY,Yes,From Building,11207
2022/01/12 00:00:00+00,22115783,2334,2334,200 HOEFLER ST,LARCENY,,All Other,11208
2022/03/03 00:00:00+00,22185048,1710,1710,200 HOEFLER ST,BURGLARY,,,11209
2022/03/29 00:00:00+00,22223661,1629,1629,200 HOLLAND ST,AGGRAVATED ASSAULT,,,11210
2022/03/16 00:00:00+00,22203623,1300,1430,200 HOOD AV,BURGLARY,,From Building,11211
2022/01/29 00:00:00+00,22139404,1200,1600,200 HOPE AV,LARCENY,,From Motor Vehicle,11212
2022/02/01 00:00:00+00,22162273,0000,2359,200 HOPPER RD,LARCENY,,All Other,11213
2022/03/14 00:00:00+00,22200101,0942,0942,200 HUTCHINSON AV,AGGRAVATED ASSAULT,,,11214
2022/01/14 00:00:00+00,22900042,1200,1350,200 JAMESVILLE AVE,LARCENY,,From Building,11215
2022/03/23 00:00:00+00,22900200,0645,0830,200 KLINE ST,LARCENY,,All Other,11216
2022/02/12 00:00:00+00,22157970,1200,1900,200 LAFAYETTE RD,BURGLARY,,From Building,11217
2022/01/15 00:00:00+00,22118451,0050,0111,200 LAFAYETTE RD,LARCENY,Yes,From Building,11218
2022/02/12 00:00:00+00,22157904,0200,1000,200 LAMBRETH LN,BURGLARY,,From Building,11219
2022/03/03 00:00:00+00,22184009,0336,0336,200 LANDON AV,LARCENY,,From Building,11220
2022/02/26 00:00:00+00,22177232,0240,0240,200 LINCOLN AV,LARCENY,,All Other,11221
2022/01/14 00:00:00+00,22118107,1900,1900,200 LINCOLN PARK DR,LARCENY,,From Building,11222
2022/03/19 00:00:00+00,22209892,0000,1000,200 LORRAINE AV,MV THEFT,,,11223
2022/01/14 00:00:00+00,22900041,1040,1250,200 LORRAINE AVE,LARCENY,,All Other,11224
2022/02/08 00:00:00+00,22151843,0931,0931,200 MAGNOLIA ST,AGGRAVATED ASSAULT,Yes,,11225
2022/01/01 00:00:00+00,22102017,1145,2130,200 MARKLAND AV,LARCENY,,All Other,11226
2022/02/26 00:00:00+00,22178036,2125,2125,200 MARY ST,AGGRAVATED ASSAULT,,,11227
2022/02/17 00:00:00+00,22165176,1520,1525,200 MARY ST,AGGRAVATED ASSAULT,,,11228
2022/01/22 00:00:00+00,22128947,2243,2244,200 MCLENNAN AV,AGGRAVATED ASSAULT,Yes,,11229
2022/01/18 00:00:00+00,21900638,1856,1856,200 MCLENNAN AVE,LARCENY,,From Motor Vehicle,11230
2022/02/08 00:00:00+00,22152664,1100,1600,200 MELBOURNE AV,MV THEFT,,Motor Vehicle,11231
2022/01/30 00:00:00+00,22139288,1200,1400,200 MERRILL ST,MV THEFT,,Motor Vehicle,11232
2022/01/01 00:00:00+00,22101145,0223,0223,200 MIDLAND AV,AGGRAVATED ASSAULT,,,11233
2022/02/06 00:00:00+00,22155226,0900,0600,200 MILBURN DR,LARCENY,,All Other,11234
2022/01/25 00:00:00+00,22131799,0311,0311,200 MOONEY AV,BURGLARY,Yes,,11235
2022/02/22 00:00:00+00,22171571,1900,0645,200 MOORE AV,LARCENY,,From Motor Vehicle,11236
2022/02/22 00:00:00+00,22171535,1900,0645,200 MOORE AV,LARCENY,,From Motor Vehicle,11237
2022/02/22 00:00:00+00,22900123,0035,0835,200 MOORE AV,LARCENY,,From Motor Vehicle,11238
2022/01/13 00:00:00+00,22118786,1200,1200,200 MOORE AV,LARCENY,,All Other,11239
2022/01/14 00:00:00+00,22123749,1600,1600,200 MOORE AV,LARCENY,,All Other,11240
2022/03/07 00:00:00+00,22190209,1100,1110,200 MOORE AV,LARCENY,,All Other,11241
2022/01/13 00:00:00+00,22116253,0700,0700,200 MOORE AV,LARCENY,,From Building,11242
2022/01/13 00:00:00+00,22900081,1150,0850,200 MOORE AVE,LARCENY,,All Other,11243
2022/01/26 00:00:00+00,22134367,2015,2015,200 N  CLINTON ST,MV THEFT,,Motor Vehicle,11244
2022/04/07 00:00:00+00,22237639,1810,1814,200 N  COLLINGWOOD,BURGLARY,,,11245
2022/02/09 00:00:00+00,22153903,1200,1700,200 N  GEDDES ST,BURGLARY,,From Building,11246
2022/03/16 00:00:00+00,22202880,0605,0605,200 N  STATE ST,LARCENY,,From Building,11247
2022/01/05 00:00:00+00,22106076,0811,0811,200 N  STATE ST,MV THEFT,Yes,Motor Vehicle,11248
2022/02/08 00:00:00+00,22152668,2027,2027,200 N  STATE ST,ROBBERY,Yes,From Building,11249
2022/03/09 00:00:00+00,22193764,1750,1750,200 N  STATE ST,LARCENY,,From Building,11250
2022/01/24 00:00:00+00,22132178,1600,1800,200 N  TOWNSEND ST,BURGLARY,,All Other,11251
2022/01/09 00:00:00+00,22111975,2225,2225,200 NICHOLS AV,AGGRAVATED ASSAULT,Yes,,11252
2022/03/28 00:00:00+00,22222006,1615,1615,200 NORTH AV,BURGLARY,,From Building,11253
2022/02/26 00:00:00+00,22900143,1615,1620,200 NORWOOD AVE,LARCENY,,All Other,11254
2022/01/26 00:00:00+00,22133530,0900,0925,200 OTISCO ST,AGGRAVATED ASSAULT,,,11255
2022/03/11 00:00:00+00,22195804,0000,0019,200 OTISCO ST,AGGRAVATED ASSAULT,Yes,,11256
2022/03/31 00:00:00+00,22225768,2330,2356,200 OTISCO ST,AGGRAVATED ASSAULT,Yes,,11257
2022/01/12 00:00:00+00,22116157,0700,0700,200 PACIFIC AV,BURGLARY,,From Building,11258
2022/01/14 00:00:00+00,22117323,0300,0800,200 PACIFIC AV,BURGLARY,,,11259
2022/03/27 00:00:00+00,22220674,1354,1354,200 PATTISON ST,LARCENY,,All Other,11260
2022/03/31 00:00:00+00,22228025,1800,0730,200 PEAT ST,LARCENY,,Of MV Parts/Accessories,11261
2022/03/31 00:00:00+00,22227767,1800,0730,200 PEAT ST,LARCENY,,Of MV Parts/Accessories,11262
2022/04/03 00:00:00+00,22231207,2230,1230,200 PHARIS ST,MV THEFT,Yes,Motor Vehicle,11263
2022/02/05 00:00:00+00,22147360,0345,0359,200 RICHFIELD AV,LARCENY,,,11264
2022/01/13 00:00:00+00,22115996,1800,0715,200 RIGI AV,LARCENY,,From Motor Vehicle,11265
2022/01/13 00:00:00+00,22116011,1800,0715,200 RIGI AV,LARCENY,,From Motor Vehicle,11266
2022/01/13 00:00:00+00,22116072,1800,0715,200 RIGI AV,LARCENY,,From Motor Vehicle,11267
2022/03/26 00:00:00+00,22218571,0100,0138,200 ROBERTS AV,AGGRAVATED ASSAULT,Yes,All Other,11268
2022/03/17 00:00:00+00,22204850,0625,0625,200 ROSEMONT DR,LARCENY,,From Motor Vehicle,11269
2022/01/08 00:00:00+00,22110283,2345,0130,200 S  CLINTON ST,MV THEFT,,All Other,11270
2022/02/19 00:00:00+00,22168001,1509,1509,200 S  GEDDES ST,AGGRAVATED ASSAULT,Yes,,11271
2022/02/24 00:00:00+00,22175310,1907,1907,200 S  GEDDES ST,AGGRAVATED ASSAULT,,,11272
2022/01/05 00:00:00+00,22105942,0355,0355,200 S  GEDDES ST,BURGLARY,,From Building,11273
2022/01/31 00:00:00+00,22140926,1841,1841,200 S  GEDDES ST,MV THEFT,Yes,Motor Vehicle,11274
2022/03/10 00:00:00+00,22194974,1355,1355,200 S  GEDDES ST,LARCENY,,Shoplifting,11275
2022/03/17 00:00:00+00,22213047,1900,1000,200 S  GEDDES ST,LARCENY,,From Motor Vehicle,11276
2022/01/10 00:00:00+00,22112324,1800,0845,200 S  WEST ST,LARCENY,,From Motor Vehicle,11277
2022/01/12 00:00:00+00,22115501,0840,1740,200 SACKETT ST,BURGLARY,,From Building,11278
2022/01/09 00:00:00+00,22111612,1451,1451,200 SACKETT ST,AGGRAVATED ASSAULT,Yes,,11279
2022/03/19 00:00:00+00,22208798,1700,1756,200 SENECA DR,LARCENY,,All Other,11280
2022/01/01 00:00:00+00,22102077,2030,2030,200 SEWARD ST,AGGRAVATED ASSAULT,,,11281
2022/02/26 00:00:00+00,22180702,0400,0410,200 SLOCUM DR,BURGLARY,,From Building,11282
2022/02/12 00:00:00+00,22158174,0400,0900,200 SMALL RD,BURGLARY,,From Building,11283
2022/01/13 00:00:00+00,22117736,0100,1200,200 SOLAR ST,LARCENY,,,11284
2022/02/14 00:00:00+00,22160163,0000,0000,200 STRATHMORE DR,MV THEFT,,Motor Vehicle,11285
2022/01/04 00:00:00+00,22105195,0000,1423,200 SUNSET AV,MV THEFT,,Motor Vehicle,11286
2022/03/02 00:00:00+00,22183792,0600,1430,200 TAFT AV,LARCENY,,Of MV Parts/Accessories,11287
2022/03/28 00:00:00+00,22221688,1124,1124,200 TENNYSON AV,LARCENY,,Motor Vehicle,11288
2022/03/15 00:00:00+00,22900178,0700,1000,200 TENNYSON AVE,LARCENY,,From Motor Vehicle,11289
2022/04/09 00:00:00+00,22239730,0010,0013,200 TIOGA ST,AGGRAVATED ASSAULT,,,11290
2022/03/11 00:00:00+00,22196150,0840,0730,200 TIOGA ST,AGGRAVATED ASSAULT,,,11291
2022/03/17 00:00:00+00,22205532,1805,1805,200 TOWERS LN,AGGRAVATED ASSAULT,Yes,,11292
2022/03/22 00:00:00+00,22212840,0741,1030,200 UNION,BURGLARY,,From Building,11293
2022/02/16 00:00:00+00,22165136,0401,1759,200 VILLAGE DR,BURGLARY,,From Building,11294
2022/03/03 00:00:00+00,22185854,1200,1500,200 VILLAGE DR,MV THEFT,,Motor Vehicle,11295
2022/04/04 00:00:00+00,22232301,0001,1230,200 VINE ST,LARCENY,,From Motor Vehicle,11296
2022/04/06 00:00:00+00,22235019,0110,0110,200 W  BORDEN AX,AGGRAVATED ASSAULT,Yes,,11297
2022/03/01 00:00:00+00,22181577,1300,1300,200 W  BRIGHTON AV,ROBBERY,,All Other,11298
2022/04/02 00:00:00+00,22229104,0420,0400,200 W  BRIGHTON AV,LARCENY,,All Other,11299
2022/03/17 00:00:00+00,22204255,0027,0027,200 W  COLVIN ST,AGGRAVATED ASSAULT,,,11300
2022/04/05 00:00:00+00,22234473,1739,1739,200 W  COLVIN ST,AGGRAVATED ASSAULT,,,11301
2022/01/01 00:00:00+00,22101231,0422,0422,200 W  JEFFERSON ST,MV THEFT,Yes,,11302
2022/01/10 00:00:00+00,22112891,1558,1558,200 W  JEFFERSON ST,LARCENY,,All Other,11303
2022/01/31 00:00:00+00,22237326,1200,1200,200 W  JEFFERSON ST,LARCENY,,All Other,11304
2022/01/10 00:00:00+00,22113274,1913,1913,200 W  KENNEDY ST,BURGLARY,,From Building,11305
2022/03/06 00:00:00+00,22188717,0313,0313,200 W  WATER ST,BURGLARY,,,11306
2022/01/24 00:00:00+00,22131588,2100,2205,200 WALTON ST,LARCENY,,From Motor Vehicle,11307
2022/01/12 00:00:00+00,22900039,2300,1045,200 WALTON ST,LARCENY,,All Other,11308
2022/01/31 00:00:00+00,22142162,0800,2200,200 WALTON ST,LARCENY,,All Other,11309
2022/04/06 00:00:00+00,22235625,1230,1230,200 WAVERLY,LARCENY,,From Building,11310
2022/03/25 00:00:00+00,22218370,2215,2235,200 WAVERLY AV,LARCENY,,All Other,11311
2022/03/25 00:00:00+00,22218088,1942,1942,200 WAVERLY AV,LARCENY,,All Other,11312
2022/01/24 00:00:00+00,22131178,1622,1626,200 WAVERLY AV,LARCENY,,Shoplifting,11313
2022/03/05 00:00:00+00,22187621,1339,1339,200 WESTMORELAND AV,AGGRAVATED ASSAULT,Yes,,11314
2022/01/03 00:00:00+00,22103533,0918,0918,200 WILKINSON ST,LARCENY,Yes,,11315
2022/03/22 00:00:00+00,22213809,2320,2320,200 WOLF ST,LARCENY,,,11316
2022/03/22 00:00:00+00,22213550,1933,1933,200 WOLF ST,MV THEFT,Yes,Motor Vehicle,11317
2022/02/23 00:00:00+00,22173823,1818,1818,200 WOODRUFF AV,MV THEFT,,Motor Vehicle,11318
2022/01/10 00:00:00+00,22112618,0007,1200,2000 E  FAYETTE ST,LARCENY,,Of MV Parts/Accessories,11319
2022/02/21 00:00:00+00,22170518,1330,1333,2000 E  FAYETTE ST,LARCENY,,All Other,11320
2022/01/30 00:00:00+00,22138794,0045,0045,2000 E  GENESEE ST,LARCENY,,From Motor Vehicle,11321
2022/02/11 00:00:00+00,22160334,1900,2000,2000 E  GENESEE ST,MV THEFT,,Motor Vehicle,11322
2022/02/04 00:00:00+00,22147450,2050,2100,2000 GRANT BLVD,LARCENY,,From Motor Vehicle,11323
2022/03/10 00:00:00+00,22194215,0026,0026,2000 LODI ST,AGGRAVATED ASSAULT,Yes,,11324
2022/02/25 00:00:00+00,22180020,1000,1000,2000 S  GEDDES ST,BURGLARY,,From Building,11325
2022/04/06 00:00:00+00,22235998,1605,1605,2000 S  SALINA ST,LARCENY,,Shoplifting,11326
2022/01/09 00:00:00+00,22111051,0131,0131,2000 SOUTH AV,LARCENY,Yes,,11327
2022/02/26 00:00:00+00,22179705,1900,1600,2000 SOUTH AV,BURGLARY,,From Building,11328
2022/02/28 00:00:00+00,22180375,1648,1648,2100 E  FAYETTE ST,MV THEFT,Yes,Motor Vehicle,11329
2022/01/01 00:00:00+00,22101399,1021,1021,2100 E  FAYETTE ST,AGGRAVATED ASSAULT,Yes,,11330
2022/02/03 00:00:00+00,22144475,0120,0125,2100 E  FAYETTE ST,AGGRAVATED ASSAULT,Yes,,11331
2022/01/03 00:00:00+00,22900004,1550,0950,2100 E  GENESEE ST,LARCENY,,All Other,11332
2022/02/24 00:00:00+00,22900145,0000,0100,2100 S  GEDDES ST,LARCENY,,From Motor Vehicle,11333
2022/02/16 00:00:00+00,22164091,2000,2005,2100 S  SALINA ST,ROBBERY,Yes,All Other,11334
2022/02/05 00:00:00+00,22147696,1117,1117,2200 E  GENESEE ST,AGGRAVATED ASSAULT,Yes,,11335
2022/01/12 00:00:00+00,22114826,0728,0808,2200 ONONDAGA CREEK BLVD,LARCENY,,All Other,11336
2022/01/04 00:00:00+00,22106075,1150,1600,2200 ONONDAGA CREEK BLVD,LARCENY,,From Motor Vehicle,11337
2022/03/28 00:00:00+00,22223487,1700,2100,2200 S  SALINA ST,LARCENY,,From Motor Vehicle,11338
2022/02/13 00:00:00+00,22900112,0700,1500,2300 EUCLID AVE,LARCENY,,All Other,11339
2022/03/26 00:00:00+00,22218990,1128,1128,2300 JAMES ST,LARCENY,,Shoplifting,11340
2022/03/21 00:00:00+00,22211794,1723,1723,2300 JAMES ST,ROBBERY,Yes,All Other,11341
2022/03/24 00:00:00+00,22215924,1120,1120,2300 JAMES ST,LARCENY,,All Other,11342
2022/01/28 00:00:00+00,22137106,1900,1900,2300 S  STATE ST,ROBBERY,,All Other,11343
2022/01/23 00:00:00+00,22129562,1202,1120,2400 BURNET AV,AGGRAVATED ASSAULT,Yes,,11344
