DATEEND,DRNUMB,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,Arrest,LarcenyCode,ObjectID
2022/02/21 00:00:00+00,22169634,2101,2101,700 MIDLAND AV,LARCENY,,,11851
2022/03/14 00:00:00+00,22201080,2318,2318,700 MIDLAND AV,MV THEFT,,Motor Vehicle,11852
2022/02/12 00:00:00+00,22158625,2338,2353,700 MIDLAND AV,MV THEFT,Yes,Motor Vehicle,11853
2022/02/23 00:00:00+00,22173526,2330,0600,700 MILTON AV,LARCENY,,From Motor Vehicle,11854
2022/02/23 00:00:00+00,22900203,0545,1345,700 MILTON AVE,LARCENY,,From Motor Vehicle,11855
2022/02/06 00:00:00+00,22148443,1020,2200,700 N  CLINTON ST,MV THEFT,,Motor Vehicle,11856
2022/02/07 00:00:00+00,22152242,1700,2000,700 N  SALINA ST,BURGLARY,Yes,From Building,11857
2022/01/25 00:00:00+00,22133727,0000,0700,700 N  SALINA ST,BURGLARY,,From Building,11858
2022/02/07 00:00:00+00,22900103,1800,2000,700 N  SALINA ST,LARCENY,,From Motor Vehicle,11859
2022/02/12 00:00:00+00,22157545,0320,0324,700 N  SALINA ST,AGGRAVATED ASSAULT,,,11860
2022/03/28 00:00:00+00,22222071,1709,1709,700 N  SALINA ST,MV THEFT,Yes,Motor Vehicle,11861
2022/02/10 00:00:00+00,22154700,0430,0430,700 N  SALINA ST,BURGLARY,,From Building,11862
2022/02/19 00:00:00+00,22168494,2320,2320,700 OAK ST,MV THEFT,,Motor Vehicle,11863
2022/01/14 00:00:00+00,22117908,1610,1615,700 ONONDAGA AV,AGGRAVATED ASSAULT,Yes,,11864
2022/01/03 00:00:00+00,22103992,0000,1300,700 PARK AV,BURGLARY,,From Building,11865
2022/03/27 00:00:00+00,22220239,1530,0830,700 S  CROUSE AV,LARCENY,,From Building,11866
2022/01/01 00:00:00+00,22101817,1803,1803,700 S  CROUSE AV,LARCENY,,Of Bicycle,11867
2022/01/03 00:00:00+00,22103391,0539,0539,700 S  CROUSE AV,BURGLARY,,From Building,11868
2022/01/31 00:00:00+00,22140746,1628,1628,700 S  CROUSE AV,ROBBERY,,From Building,11869
2022/04/06 00:00:00+00,22235663,1230,1250,700 S  CROUSE AVE,LARCENY,,From Building,11870
2022/02/27 00:00:00+00,22178416,0200,0200,700 S  GEDDES ST,ROBBERY,,All Other,11871
2022/01/16 00:00:00+00,22119739,0430,0500,700 S  SALINA ST,AGGRAVATED ASSAULT,,,11872
2022/03/20 00:00:00+00,22210576,2355,2355,700 SOUTH AV,AGGRAVATED ASSAULT,,,11873
2022/01/23 00:00:00+00,22129707,1730,1300,700 TALLMAN ST,BURGLARY,,From Building,11874
2022/03/25 00:00:00+00,22218376,1102,1102,700 TEALL AV,MV THEFT,,Motor Vehicle,11875
2022/02/07 00:00:00+00,22151145,1930,1934,700 TULLY ST,BURGLARY,Yes,,11876
2022/03/05 00:00:00+00,22187866,1744,1910,700 UNIVERSITY AV,LARCENY,,Shoplifting,11877
2022/03/06 00:00:00+00,22189262,1723,1723,700 UNIVERSITY AV,LARCENY,,Shoplifting,11878
2022/02/02 00:00:00+00,22144114,1947,2030,700 UNIVERSITY AV,LARCENY,,From Building,11879
2022/03/31 00:00:00+00,22226799,1400,1600,700 VALLEY DR,BURGLARY,,From Building,11880
2022/02/21 00:00:00+00,22170805,1716,1716,700 VALLEY DR,AGGRAVATED ASSAULT,,,11881
2022/01/29 00:00:00+00,22137806,0000,0700,700 VALLEY DR,MV THEFT,,Motor Vehicle,11882
2022/03/04 00:00:00+00,22186408,1725,1725,700 VAN RENSSELAER ST,LARCENY,Yes,From Motor Vehicle,11883
2022/02/20 00:00:00+00,22169215,1416,1421,700 W  BRIGHTON AV,MV THEFT,,Motor Vehicle,11884
2022/02/04 00:00:00+00,22145796,0105,0105,700 W  GENESEE ST,ROBBERY,,From Motor Vehicle,11885
2022/03/29 00:00:00+00,22223875,1900,1900,700 W  GENESEE ST,MV THEFT,Yes,Motor Vehicle,11886
2022/01/30 00:00:00+00,22141591,0515,0540,700 W  GENESEE ST,LARCENY,,Of MV Parts/Accessories,11887
2022/02/09 00:00:00+00,22153754,1300,1500,700 W  ONONDAGA ST,BURGLARY,,From Building,11888
2022/01/23 00:00:00+00,22128846,2113,0229,700 W  ONONDAGA ST,AGGRAVATED ASSAULT,Yes,,11889
2022/03/03 00:00:00+00,22185443,0130,0300,700 WALNUT AV,LARCENY,,From Building,11890
2022/02/04 00:00:00+00,22148047,1930,2000,700 WOLF ST,LARCENY,,All Other,11891
2022/01/24 00:00:00+00,22130340,0145,0145,800 ACKERMAN AV,BURGLARY,Yes,,11892
2022/01/08 00:00:00+00,22110461,2100,1045,800 ACKERMAN AV,LARCENY,,From Motor Vehicle,11893
2022/02/10 00:00:00+00,22155146,0730,1452,800 BEAR ST,AGGRAVATED ASSAULT,Yes,,11894
2022/03/08 00:00:00+00,22192485,1930,2130,800 BELLEVUE AV,MV THEFT,,Motor Vehicle,11895
2022/03/28 00:00:00+00,22221867,1359,1359,800 BELLEVUE AV,AGGRAVATED ASSAULT,,,11896
2022/02/08 00:00:00+00,22152047,1155,1155,800 BUTTERNUT ST,MV THEFT,,Motor Vehicle,11897
2022/01/17 00:00:00+00,22122447,1106,1106,800 CANAL ST,LARCENY,,All Other,11898
2022/01/14 00:00:00+00,22122297,1550,1550,800 CANAL ST,LARCENY,,All Other,11899
2022/02/26 00:00:00+00,22181300,1900,2300,800 E  BRIGHTON AV,LARCENY,,All Other,11900
2022/02/14 00:00:00+00,22160255,1045,1045,800 E  BRIGHTON AV,LARCENY,,All Other,11901
2022/03/02 00:00:00+00,22193618,0700,1900,800 E  BRIGHTON AV,LARCENY,,From Building,11902
2022/03/14 00:00:00+00,22200301,1210,1213,800 E  GENESEE ST,LARCENY,,From Building,11903
2022/02/16 00:00:00+00,22163881,1630,1816,800 HIAWATHA BLVD E,MV THEFT,,Motor Vehicle,11904
2022/01/11 00:00:00+00,22113731,0000,1030,800 HIAWATHA BLVD W,LARCENY,,From Motor Vehicle,11905
2022/03/31 00:00:00+00,22226224,0900,0900,800 HIGHLAND ST,ROBBERY,,All Other,11906
2022/01/25 00:00:00+00,22132464,1425,1425,800 HIGHLAND ST,AGGRAVATED ASSAULT,Yes,,11907
2022/02/04 00:00:00+00,22150363,1852,1852,800 JAMES ST,LARCENY,,All Other,11908
2022/03/11 00:00:00+00,22196183,0912,0912,800 JAMES ST,ROBBERY,Yes,From Building,11909
2022/03/17 00:00:00+00,22205358,1610,1624,800 KIRKPATRICK ST,AGGRAVATED ASSAULT,,,11910
2022/04/09 00:00:00+00,22240258,0100,1120,800 LANCASTER,LARCENY,,From Motor Vehicle,11911
2022/01/23 00:00:00+00,22129447,0945,0945,800 LIVINGSTON AV,LARCENY,,From Motor Vehicle,11912
2022/01/13 00:00:00+00,22118170,0800,1030,800 LIVINGSTON AV,LARCENY,,From Motor Vehicle,11913
2022/01/13 00:00:00+00,22900038,1045,1045,800 LIVINGSTON AV,LARCENY,,From Motor Vehicle,11914
2022/04/01 00:00:00+00,22900208,1213,1213,800 LIVINGSTON AVE,LARCENY,,From Motor Vehicle,11915
2022/02/17 00:00:00+00,22166355,1000,1000,800 MARYLAND AV,BURGLARY,,From Building,11916
2022/03/21 00:00:00+00,22211155,2300,1100,800 MIDLAND AV,BURGLARY,,All Other,11917
2022/02/05 00:00:00+00,22148058,2200,0800,800 N  ALVORD ST,LARCENY,,From Motor Vehicle,11918
2022/03/24 00:00:00+00,22216788,2235,2235,800 N  STATE ST,AGGRAVATED ASSAULT,,,11919
2022/01/06 00:00:00+00,22107660,1156,1218,800 N  STATE ST,LARCENY,,Shoplifting,11920
2022/01/14 00:00:00+00,22146475,0000,0000,800 OSTROM AV,BURGLARY,,From Building,11921
2022/03/23 00:00:00+00,22900204,1300,1400,800 PARK AVE,LARCENY,,All Other,11922
2022/03/18 00:00:00+00,22207267,1748,1748,800 PARK ST,BURGLARY,,,11923
2022/01/31 00:00:00+00,22140896,1805,1809,800 PARK ST,MV THEFT,,Of MV Parts/Accessories,11924
2022/03/19 00:00:00+00,22208956,1900,2018,800 POND ST,BURGLARY,,From Building,11925
2022/02/27 00:00:00+00,22179096,1830,1830,800 S  WILBUR AV,BURGLARY,,From Building,11926
2022/03/04 00:00:00+00,22185863,1055,1055,800 SALT SPRINGS RD,AGGRAVATED ASSAULT,,,11927
2022/01/23 00:00:00+00,22900066,0915,0945,800 SOUTH AVE,LARCENY,,From Motor Vehicle,11928
2022/02/17 00:00:00+00,22165241,1300,1300,800 SPENCER ST,LARCENY,,From Motor Vehicle,11929
2022/03/26 00:00:00+00,22900209,0835,0005,800 STINARD AV,LARCENY,,All Other,11930
2022/01/18 00:00:00+00,22123045,1919,1919,800 SUMNER AV,ROBBERY,Yes,Motor Vehicle,11931
2022/01/23 00:00:00+00,22900065,2200,0100,800 SUMNER AVE,LARCENY,,From Motor Vehicle,11932
2022/01/19 00:00:00+00,22124479,1923,1923,800 UNIVERSITY AV,LARCENY,,All Other,11933
2022/03/19 00:00:00+00,22208465,1300,1300,800 UNIVERSITY AV,LARCENY,,From Building,11934
2022/02/25 00:00:00+00,22176534,1804,1804,800 VALLEY DR,AGGRAVATED ASSAULT,,,11935
2022/03/22 00:00:00+00,22212660,0806,0806,800 VINE ST,AGGRAVATED ASSAULT,,,11936
2022/01/14 00:00:00+00,22117742,1800,1130,800 VINE ST,LARCENY,,All Other,11937
2022/03/19 00:00:00+00,22213091,1400,1600,800 WALNUT AV,BURGLARY,,From Building,11938
2022/04/02 00:00:00+00,22900219,0230,0250,800 WALNUT AVE,LARCENY,,From Building,11939
2022/02/01 00:00:00+00,22900094,1019,1230,800 WOLF ST,LARCENY,,All Other,11940
2022/01/09 00:00:00+00,22111948,2100,2100,800 WOLF ST,LARCENY,Yes,,11941
2022/03/11 00:00:00+00,22900179,0000,0400,900 ACKERMAN AV,LARCENY,,,11942
2022/02/22 00:00:00+00,22172451,2200,1940,900 BURNET AV,BURGLARY,,From Building,11943
2022/03/21 00:00:00+00,22212593,1600,0700,900 BURNET AV,LARCENY,,All Other,11944
2022/02/03 00:00:00+00,22145350,1700,1700,900 BUTTERNUT ST,AGGRAVATED ASSAULT,,,11945
2022/03/19 00:00:00+00,22207911,0150,0150,900 BUTTERNUT ST,AGGRAVATED ASSAULT,,,11946
2022/03/20 00:00:00+00,22209513,0048,0524,900 CALEB,BURGLARY,,From Building,11947
2022/03/04 00:00:00+00,22188922,1200,1200,900 CARBON ST,LARCENY,,All Other,11948
2022/03/03 00:00:00+00,22900199,1430,1620,900 CARBON ST,LARCENY,,All Other,11949
2022/01/09 00:00:00+00,22112896,1150,0050,900 COMSTOCK AV,MV THEFT,,Motor Vehicle,11950
2022/02/20 00:00:00+00,22168653,0145,0145,900 E  BRIGHTON AV,ROBBERY,,All Other,11951
2022/02/01 00:00:00+00,22141420,0255,0255,900 E  BRIGHTON AV,LARCENY,,From Building,11952
2022/01/11 00:00:00+00,22114488,2259,2259,900 E  BRIGHTON AV,ROBBERY,Yes,From Building,11953
2022/03/30 00:00:00+00,22224322,0108,0108,900 E  BRIGHTON AV,LARCENY,,Shoplifting,11954
2022/01/03 00:00:00+00,22104343,2005,2005,900 E  BRIGHTON AV,ROBBERY,,Motor Vehicle,11955
2022/03/27 00:00:00+00,22900210,0530,1610,900 E  COLVIN ST,LARCENY,,All Other,11956
2022/03/09 00:00:00+00,22900176,1925,0500,900 E  GENESEE ST,LARCENY,,,11957
2022/01/03 00:00:00+00,22104005,1520,1520,900 EMERSON AV,LARCENY,,From Building,11958
2022/01/12 00:00:00+00,22130801,0000,0000,900 EMERSON AV,LARCENY,,All Other,11959
2022/02/02 00:00:00+00,22144055,1840,1840,900 FIRST NORTH ST,AGGRAVATED ASSAULT,,,11960
2022/03/09 00:00:00+00,22192643,0003,0003,900 HIAWATHA BLVD,BURGLARY,,From Building,11961
2022/02/24 00:00:00+00,22175543,2248,2248,900 JAMES ST,AGGRAVATED ASSAULT,Yes,,11962
2022/02/22 00:00:00+00,22171527,0728,0728,900 JAMES ST,LARCENY,,From Mailbox,11963
2022/02/05 00:00:00+00,22148139,1850,1851,900 JAMES ST,AGGRAVATED ASSAULT,Yes,,11964
2022/02/14 00:00:00+00,22185764,1000,1000,900 JAMES ST,LARCENY,,All Other,11965
2022/03/15 00:00:00+00,22201347,2045,0426,900 JAMES ST,MV THEFT,,,11966
2022/03/05 00:00:00+00,22187737,1551,1551,900 JAMES ST,AGGRAVATED ASSAULT,Yes,,11967
2022/01/01 00:00:00+00,22101167,0243,0243,900 LANCASTER,ROBBERY,,All Other,11968
2022/02/24 00:00:00+00,22174754,0230,0530,900 MADISON ST,BURGLARY,,,11969
2022/01/22 00:00:00+00,22128642,1820,1820,900 MIDLAND AV,MV THEFT,,Motor Vehicle,11970
2022/01/31 00:00:00+00,22140571,0600,1730,900 PARK ST,MV THEFT,,Motor Vehicle,11971
2022/02/13 00:00:00+00,22159148,1200,1151,900 PARK ST,BURGLARY,,,11972
2022/03/02 00:00:00+00,22182600,0630,0730,900 PARK ST,BURGLARY,,From Building,11973
2022/02/01 00:00:00+00,22143267,2100,1200,900 POND ST,LARCENY,,All Other,11974
2022/02/08 00:00:00+00,22151493,0102,0102,900 S  SALINA ST,BURGLARY,,,11975
2022/02/27 00:00:00+00,22178711,1134,1134,900 S  SALINA ST,MV THEFT,,Motor Vehicle,11976
2022/03/03 00:00:00+00,22200506,1200,1200,900 SOUTH AV,LARCENY,,From Motor Vehicle,11977
2022/04/09 00:00:00+00,22240550,1548,1548,900 SUNNYCREST RD,MV THEFT,,Motor Vehicle,11978
2022/02/10 00:00:00+00,22154935,1500,1100,900 TEALL AV,MV THEFT,,From Motor Vehicle,11979
2022/02/22 00:00:00+00,22171384,0201,0201,900 W  BELDEN AV,AGGRAVATED ASSAULT,Yes,,11980
2022/04/08 00:00:00+00,22238308,1800,0700,900 W  GENESEE ST,LARCENY,,Of MV Parts/Accessories,11981
2022/01/04 00:00:00+00,22104780,0726,0726,900 W  GENESEE ST,MV THEFT,,Motor Vehicle,11982
2022/02/12 00:00:00+00,22158550,2219,2219,900 WILLIS AVE,MV THEFT,Yes,Motor Vehicle,11983
